0.9292,1.3919,0.0000,0.0000,0.0000,0.3462,0.9381,
0.9196,1.4242,0.0000,0.0000,0.0000,0.3061,0.9520,
0.9456,1.4444,0.0000,0.0000,0.0000,0.2203,0.9754,
1.0011,1.4241,0.0000,0.0000,0.0000,0.1485,0.9889,
1.0268,1.4563,0.0000,0.0000,0.0000,0.0961,0.9954,
1.0486,1.4653,0.0000,0.0000,0.0000,0.0413,0.9991,
1.0785,1.4689,0.0000,0.0000,0.0000,-0.0250,0.9997,
1.1412,1.4761,0.0000,0.0000,0.0000,-0.0806,0.9967,
1.1661,1.4917,0.0000,0.0000,0.0000,-0.1120,0.9937,
1.2229,1.5151,0.0000,0.0000,0.0000,-0.1416,0.9899,
1.3404,1.4829,0.0000,0.0000,0.0000,-0.2040,0.9790,
1.4381,1.4529,0.0000,0.0000,0.0000,-0.2514,0.9679,
1.4823,1.4327,0.0000,0.0000,0.0000,-0.3095,0.9509,
1.5167,1.4243,0.0000,0.0000,0.0000,-0.3667,0.9303,
1.5530,1.3762,0.0000,0.0000,0.0000,-0.4529,0.8916,
1.5657,1.3419,0.0000,0.0000,0.0000,-0.5332,0.8460,
1.6069,1.2932,0.0000,0.0000,0.0000,-0.6186,0.7857,
1.6100,1.2578,0.0000,0.0000,0.0000,-0.6558,0.7550,
1.5990,1.2338,0.0000,0.0000,0.0000,-0.6893,0.7245,
1.6223,1.1887,0.0000,0.0000,0.0000,-0.7256,0.6881,
1.6534,1.1518,0.0000,0.0000,0.0000,-0.7494,0.6621,
1.6605,1.0925,0.0000,0.0000,0.0000,-0.7829,0.6221,
1.6469,1.0467,0.0000,0.0000,0.0000,-0.8153,0.5791,
1.6420,1.0122,0.0000,0.0000,0.0000,-0.8424,0.5389,
1.6119,0.9618,0.0000,0.0000,0.0000,-0.8819,0.4714,
1.5736,0.9032,0.0000,0.0000,0.0000,-0.9127,0.4087,
1.5594,0.8781,0.0000,0.0000,0.0000,-0.9405,0.3398,
1.5207,0.8546,0.0000,0.0000,0.0000,-0.9574,0.2886,
1.4705,0.8225,0.0000,0.0000,0.0000,-0.9724,0.2334,
1.4216,0.8176,0.0000,0.0000,0.0000,-0.9856,0.1690,
1.3673,0.7986,0.0000,0.0000,0.0000,-0.9945,0.1048,
1.2967,0.7840,0.0000,0.0000,0.0000,-0.9992,0.0392,
1.2251,0.7769,0.0000,0.0000,0.0000,0.9987,0.0509,
1.1744,0.7763,0.0000,0.0000,0.0000,0.9947,0.1032,
1.0464,0.7942,0.0000,0.0000,0.0000,0.9947,0.1030,
0.9147,0.8097,0.0000,0.0000,0.0000,0.9963,0.0854,
0.7963,0.8381,0.0000,0.0000,0.0000,0.9955,0.0953,
0.6868,0.8270,0.0000,0.0000,0.0000,0.9974,0.0726,
0.5515,0.8357,0.0000,0.0000,0.0000,0.9955,0.0950,
0.4664,0.8992,0.0000,0.0000,0.0000,0.9844,0.1757,
0.4106,0.9247,0.0000,0.0000,0.0000,0.9737,0.2278,
0.2975,0.9842,0.0000,0.0000,0.0000,0.9618,0.2736,
0.1784,1.0559,0.0000,0.0000,0.0000,0.9604,0.2785,
0.1157,1.0979,0.0000,0.0000,0.0000,0.9738,0.2273,
0.0671,1.1104,0.0000,0.0000,0.0000,0.9866,0.1634,
-0.0193,1.0548,0.0000,0.0000,0.0000,0.9976,0.0700,
-0.1280,0.9595,0.0000,0.0000,0.0000,-0.9959,0.0901,
-0.1770,0.9337,0.0000,0.0000,0.0000,-0.9850,0.1726,
-0.2305,0.8490,0.0000,0.0000,0.0000,-0.9619,0.2735,
-0.3209,0.7104,0.0000,0.0000,0.0000,-0.9275,0.3737,
-0.3254,0.6848,0.0000,0.0000,0.0000,-0.8880,0.4599,
-0.3582,0.6137,0.0000,0.0000,0.0000,-0.8390,0.5442,
-0.4154,0.4860,0.0000,0.0000,0.0000,-0.7745,0.6326,
-0.4284,0.4012,0.0000,0.0000,0.0000,-0.7225,0.6914,
-0.4396,0.3415,0.0000,0.0000,0.0000,-0.6684,0.7438,
-0.4357,0.2996,0.0000,0.0000,0.0000,-0.6189,0.7854,
-0.4171,0.1897,0.0000,0.0000,0.0000,-0.5298,0.8481,
-0.3871,0.1393,0.0000,0.0000,0.0000,-0.4660,0.8848,
-0.3560,0.1012,0.0000,0.0000,0.0000,-0.3821,0.9241,
-0.3172,0.0788,0.0000,0.0000,0.0000,-0.2883,0.9576,
-0.2921,0.0715,0.0000,0.0000,0.0000,-0.2099,0.9777,
-0.2515,0.0489,0.0000,0.0000,0.0000,-0.1104,0.9939,
-0.2188,0.0269,0.0000,0.0000,0.0000,-0.0184,0.9998,
-0.0940,0.0138,0.0000,0.0000,0.0000,-0.0142,0.9999,
-0.0017,0.0038,0.0000,0.0000,0.0000,-0.0794,0.9968,
