1.7525,-0.6280,0.0000,0.0000,0.0000,-0.0048,1.0000,
1.8729,-0.6528,0.0000,0.0000,0.0000,0.0126,0.9999,
1.9886,-0.6709,0.0000,0.0000,0.0000,-0.0229,0.9997,
2.2664,-0.6343,0.0000,0.0000,0.0000,-0.0229,0.9997,
2.4556,-0.6606,0.0000,0.0000,0.0000,-0.0692,0.9976,
2.5708,-0.6773,0.0000,0.0000,0.0000,-0.0279,0.9996,
2.6876,-0.7107,0.0000,0.0000,0.0000,-0.0250,0.9997,
2.6960,-0.6868,0.0000,0.0000,0.0000,0.0519,0.9987,
2.7721,-0.6829,0.0000,0.0000,0.0000,0.0855,0.9963,
2.8686,-0.6780,0.0000,0.0000,0.0000,0.0782,0.9969,
2.9927,-0.6780,0.0000,0.0000,0.0000,0.0294,0.9996,
3.1323,-0.6693,0.0000,0.0000,0.0000,0.0238,0.9997,
3.2485,-0.6937,0.0000,0.0000,0.0000,0.0130,0.9999,
3.4069,-0.7159,0.0000,0.0000,0.0000,0.0075,1.0000,
3.5162,-0.7133,0.0000,0.0000,0.0000,0.0673,0.9977,
3.6013,-0.6884,0.0000,0.0000,0.0000,0.1036,0.9946,
3.6684,-0.6742,0.0000,0.0000,0.0000,0.1368,0.9906,
3.7197,-0.6614,0.0000,0.0000,0.0000,0.2028,0.9792,
3.6547,-0.6377,0.0000,0.0000,0.0000,0.2613,0.9653,
3.6993,-0.6271,0.0000,0.0000,0.0000,0.2928,0.9562,
3.7305,-0.6000,0.0000,0.0000,0.0000,0.3365,0.9417,
3.9259,-0.5764,0.0000,0.0000,0.0000,0.3844,0.9232,
3.9365,-0.5361,0.0000,0.0000,0.0000,0.4795,0.8775,
3.9459,-0.5109,0.0000,0.0000,0.0000,0.5341,0.8454,
3.9206,-0.4954,0.0000,0.0000,0.0000,0.5726,0.8199,
3.9312,-0.4345,0.0000,0.0000,0.0000,0.6188,0.7855,
3.9358,-0.4124,0.0000,0.0000,0.0000,0.6568,0.7541,
3.9045,-0.3837,0.0000,0.0000,0.0000,0.6905,0.7233,
3.8622,-0.3370,0.0000,0.0000,0.0000,0.7251,0.6886,
4.0269,-0.3195,0.0000,0.0000,0.0000,0.7548,0.6559,
3.9978,-0.2425,0.0000,0.0000,0.0000,0.8061,0.5918,
3.9713,-0.1858,0.0000,0.0000,0.0000,0.8364,0.5482,
3.9588,-0.1369,0.0000,0.0000,0.0000,0.8630,0.5052,
3.9254,-0.0897,0.0000,0.0000,0.0000,0.8865,0.4627,
3.7088,-0.0748,0.0000,0.0000,0.0000,0.9263,0.3767,
3.8256,-0.0379,0.0000,0.0000,0.0000,0.9262,0.3770,
3.7780,-0.0158,0.0000,0.0000,0.0000,0.9444,0.3289,
3.7599,0.0058,0.0000,0.0000,0.0000,0.9583,0.2858,
3.7014,0.0344,0.0000,0.0000,0.0000,0.9711,0.2388,
3.6700,0.0554,0.0000,0.0000,0.0000,0.9810,0.1942,
3.6505,0.0657,0.0000,0.0000,0.0000,0.9912,0.1321,
3.6203,0.0645,0.0000,0.0000,0.0000,0.9975,0.0712,
3.6121,0.0861,0.0000,0.0000,0.0000,0.9996,0.0272,
3.4650,0.0482,0.0000,0.0000,0.0000,-1.0000,0.0059,
3.4813,0.0940,0.0000,0.0000,0.0000,-0.9997,0.0238,
3.2659,0.0644,0.0000,0.0000,0.0000,-1.0000,0.0062,
3.2030,0.0546,0.0000,0.0000,0.0000,-0.9987,0.0516,
3.1168,0.0393,0.0000,0.0000,0.0000,-0.9954,0.0957,
3.1443,0.0322,0.0000,0.0000,0.0000,-0.9891,0.1471,
3.1095,0.0182,0.0000,0.0000,0.0000,-0.9811,0.1933,
3.0748,-0.0020,0.0000,0.0000,0.0000,-0.9658,0.2593,
3.0521,-0.0147,0.0000,0.0000,0.0000,-0.9475,0.3199,
3.0174,-0.0436,0.0000,0.0000,0.0000,-0.9285,0.3712,
2.9848,-0.0845,0.0000,0.0000,0.0000,-0.8823,0.4707,
2.9720,-0.1135,0.0000,0.0000,0.0000,-0.8597,0.5109,
2.9303,-0.1635,0.0000,0.0000,0.0000,-0.8232,0.5678,
2.9007,-0.2191,0.0000,0.0000,0.0000,-0.7848,0.6197,
2.8920,-0.2803,0.0000,0.0000,0.0000,-0.7653,0.6437,
2.8934,-0.3769,0.0000,0.0000,0.0000,-0.7525,0.6586,
2.8714,-0.4907,0.0000,0.0000,0.0000,-0.7604,0.6495,
2.8272,-0.6103,0.0000,0.0000,0.0000,-0.8139,0.5810,
2.7746,-0.7022,0.0000,0.0000,0.0000,-0.8606,0.5093,
2.7143,-0.7060,0.0000,0.0000,0.0000,-0.9285,0.3713,
2.6809,-0.7310,0.0000,0.0000,0.0000,-0.9485,0.3168,
2.6409,-0.7522,0.0000,0.0000,0.0000,-0.9660,0.2586,
2.6232,-0.7419,0.0000,0.0000,0.0000,-0.9783,0.2070,
2.5952,-0.7470,0.0000,0.0000,0.0000,-0.9880,0.1545,
2.5576,-0.7532,0.0000,0.0000,0.0000,-0.9957,0.0924,
2.5092,-0.7617,0.0000,0.0000,0.0000,-0.9994,0.0334,
2.4226,-0.7579,0.0000,0.0000,0.0000,0.9993,0.0379,
2.3010,-0.7450,0.0000,0.0000,0.0000,0.9991,0.0420,
2.1725,-0.7404,0.0000,0.0000,0.0000,0.9993,0.0386,
2.0782,-0.7334,0.0000,0.0000,0.0000,0.9988,0.0497,
1.9420,-0.7168,0.0000,0.0000,0.0000,-1.0000,0.0042,
1.8759,-0.7080,0.0000,0.0000,0.0000,-0.9991,0.0430,
1.8038,-0.7149,0.0000,0.0000,0.0000,-0.9951,0.0987,
1.7564,-0.7151,0.0000,0.0000,0.0000,-0.9876,0.1567,
1.6944,-0.7333,0.0000,0.0000,0.0000,-0.9792,0.2029,
1.6430,-0.7485,0.0000,0.0000,0.0000,-0.9676,0.2525,
1.6115,-0.7785,0.0000,0.0000,0.0000,-0.9366,0.3504,
1.5965,-0.7938,0.0000,0.0000,0.0000,-0.9206,0.3904,
1.5724,-0.8243,0.0000,0.0000,0.0000,-0.8992,0.4376,
1.5503,-0.8540,0.0000,0.0000,0.0000,-0.8698,0.4934,
1.5441,-0.8957,0.0000,0.0000,0.0000,-0.8097,0.5869,
1.5721,-0.9208,0.0000,0.0000,0.0000,-0.7819,0.6234,
1.5832,-0.9571,0.0000,0.0000,0.0000,-0.7505,0.6609,
1.5886,-0.9955,0.0000,0.0000,0.0000,-0.7209,0.6930,
1.5894,-1.0414,0.0000,0.0000,0.0000,-0.6773,0.7357,
1.6069,-1.1790,0.0000,0.0000,0.0000,-0.6726,0.7400,
1.6163,-1.3054,0.0000,0.0000,0.0000,-0.6728,0.7398,
